Date,RH120 X [km],RH120 Y [km],RH120 Z [km],Moon X [km],Moon Y [km],Moon Z [km],Earth X [km],Earth Y [km],Earth Z [km]
,,,,,,,,,
2028-Dec-11 ,5.92E+06,2.44E+06,9.76E+05,-3.55E+05,-7.78E+04,-3.32E+04,4.36E+03,9.57E+02,4.09E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-12 ,5.96E+06,2.59E+06,9.98E+05,-3.25E+05,-1.63E+05,-3.24E+04,3.99E+03,2.01E+03,3.99E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-13 ,6.00E+06,2.75E+06,1.02E+06,-2.75E+05,-2.39E+05,-2.96E+04,3.38E+03,2.94E+03,3.65E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-14 ,6.04E+06,2.90E+06,1.04E+06,-2.09E+05,-3.01E+05,-2.51E+04,2.57E+03,3.70E+03,3.09E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-15 ,6.07E+06,3.06E+06,1.06E+06,-1.31E+05,-3.45E+05,-1.91E+04,1.61E+03,4.24E+03,2.35E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-16 ,6.10E+06,3.23E+06,1.08E+06,-4.53E+04,-3.70E+05,-1.20E+04,5.57E+02,4.55E+03,1.48E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-17 ,6.14E+06,3.39E+06,1.11E+06,4.29E+04,-3.75E+05,-4.21E+03,-5.28E+02,4.61E+03,5.18E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-18 ,6.17E+06,3.56E+06,1.13E+06,1.29E+05,-3.59E+05,3.80E+03,-1.58E+03,4.42E+03,-4.67E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-19 ,6.20E+06,3.73E+06,1.15E+06,2.08E+05,-3.25E+05,1.16E+04,-2.56E+03,4.00E+03,-1.43E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-20 ,6.23E+06,3.90E+06,1.17E+06,2.77E+05,-2.75E+05,1.88E+04,-3.40E+03,3.38E+03,-2.32E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-21 ,6.25E+06,4.07E+06,1.19E+06,3.32E+05,-2.12E+05,2.52E+04,-4.08E+03,2.61E+03,-3.09E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-22 ,6.28E+06,4.25E+06,1.21E+06,3.71E+05,-1.39E+05,3.03E+04,-4.56E+03,1.71E+03,-3.72E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-23 ,6.30E+06,4.43E+06,1.22E+06,3.93E+05,-5.92E+04,3.40E+04,-4.84E+03,7.29E+02,-4.18E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-24 ,6.32E+06,4.61E+06,1.24E+06,3.97E+05,2.29E+04,3.61E+04,-4.89E+03,-2.82E+02,-4.45E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-25 ,6.34E+06,4.79E+06,1.26E+06,3.83E+05,1.04E+05,3.66E+04,-4.71E+03,-1.28E+03,-4.51E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-26 ,6.36E+06,4.98E+06,1.28E+06,3.51E+05,1.80E+05,3.55E+04,-4.32E+03,-2.22E+03,-4.36E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-27 ,6.37E+06,5.17E+06,1.30E+06,3.03E+05,2.49E+05,3.26E+04,-3.73E+03,-3.06E+03,-4.01E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-28 ,6.38E+06,5.36E+06,1.31E+06,2.41E+05,3.05E+05,2.82E+04,-2.96E+03,-3.75E+03,-3.47E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-29 ,6.39E+06,5.56E+06,1.33E+06,1.66E+05,3.47E+05,2.24E+04,-2.04E+03,-4.26E+03,-2.76E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-30 ,6.40E+06,5.76E+06,1.35E+06,8.32E+04,3.71E+05,1.55E+04,-1.02E+03,-4.56E+03,-1.91E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2028-Dec-31 ,6.41E+06,5.96E+06,1.36E+06,-4.20E+03,3.76E+05,7.75E+03,5.17E+01,-4.62E+03,-9.53E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-01 ,6.41E+06,6.16E+06,1.38E+06,-9.14E+04,3.60E+05,-4.20E+02,1.12E+03,-4.43E+03,5.17E+00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-02 ,6.41E+06,6.37E+06,1.39E+06,-1.73E+05,3.25E+05,-8.56E+03,2.13E+03,-4.00E+03,1.05E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-03 ,6.41E+06,6.57E+06,1.41E+06,-2.46E+05,2.71E+05,-1.62E+04,3.02E+03,-3.34E+03,1.99E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-04 ,6.40E+06,6.79E+06,1.42E+06,-3.03E+05,2.02E+05,-2.29E+04,3.73E+03,-2.48E+03,2.82E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-05 ,6.39E+06,7.00E+06,1.43E+06,-3.43E+05,1.21E+05,-2.82E+04,4.22E+03,-1.48E+03,3.47E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-06 ,6.38E+06,7.21E+06,1.45E+06,-3.62E+05,3.22E+04,-3.18E+04,4.45E+03,-3.96E+02,3.92E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-07 ,6.37E+06,7.43E+06,1.46E+06,-3.59E+05,-5.80E+04,-3.36E+04,4.42E+03,7.13E+02,4.13E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-08 ,6.35E+06,7.65E+06,1.47E+06,-3.35E+05,-1.45E+05,-3.33E+04,4.13E+03,1.78E+03,4.09E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-09 ,6.33E+06,7.88E+06,1.49E+06,-2.92E+05,-2.23E+05,-3.11E+04,3.59E+03,2.74E+03,3.82E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-10 ,6.30E+06,8.10E+06,1.50E+06,-2.31E+05,-2.88E+05,-2.70E+04,2.84E+03,3.55E+03,3.32E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-11 ,6.28E+06,8.33E+06,1.51E+06,-1.57E+05,-3.37E+05,-2.14E+04,1.93E+03,4.15E+03,2.64E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-12 ,6.24E+06,8.56E+06,1.52E+06,-7.44E+04,-3.68E+05,-1.47E+04,9.15E+02,4.53E+03,1.80E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-13 ,6.21E+06,8.80E+06,1.53E+06,1.27E+04,-3.78E+05,-7.06E+03,-1.56E+02,4.65E+03,8.69E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-14 ,6.17E+06,9.03E+06,1.54E+06,9.92E+04,-3.69E+05,9.05E+02,-1.22E+03,4.54E+03,-1.11E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-15 ,6.13E+06,9.27E+06,1.55E+06,1.81E+05,-3.41E+05,8.83E+03,-2.22E+03,4.19E+03,-1.09E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-16 ,6.08E+06,9.51E+06,1.56E+06,2.53E+05,-2.95E+05,1.63E+04,-3.11E+03,3.63E+03,-2.01E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-17 ,6.03E+06,9.75E+06,1.57E+06,3.13E+05,-2.36E+05,2.30E+04,-3.85E+03,2.90E+03,-2.83E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-18 ,5.98E+06,1.00E+07,1.58E+06,3.59E+05,-1.65E+05,2.86E+04,-4.41E+03,2.03E+03,-3.51E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-19 ,5.92E+06,1.02E+07,1.59E+06,3.87E+05,-8.71E+04,3.28E+04,-4.76E+03,1.07E+03,-4.03E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-20 ,5.86E+06,1.05E+07,1.59E+06,3.98E+05,-5.13E+03,3.55E+04,-4.90E+03,6.31E+01,-4.37E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-21 ,5.79E+06,1.07E+07,1.60E+06,3.91E+05,7.69E+04,3.66E+04,-4.81E+03,-9.46E+02,-4.50E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-22 ,5.72E+06,1.10E+07,1.61E+06,3.66E+05,1.55E+05,3.60E+04,-4.50E+03,-1.91E+03,-4.43E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-23 ,5.64E+06,1.12E+07,1.61E+06,3.24E+05,2.27E+05,3.38E+04,-3.99E+03,-2.79E+03,-4.16E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-24 ,5.56E+06,1.15E+07,1.62E+06,2.67E+05,2.87E+05,3.00E+04,-3.29E+03,-3.53E+03,-3.69E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-25 ,5.47E+06,1.18E+07,1.62E+06,1.97E+05,3.34E+05,2.48E+04,-2.43E+03,-4.11E+03,-3.05E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-26 ,5.38E+06,1.20E+07,1.63E+06,1.18E+05,3.65E+05,1.83E+04,-1.45E+03,-4.49E+03,-2.25E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-27 ,5.29E+06,1.23E+07,1.63E+06,3.23E+04,3.77E+05,1.09E+04,-3.97E+02,-4.63E+03,-1.34E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-28 ,5.19E+06,1.25E+07,1.64E+06,-5.52E+04,3.68E+05,2.93E+03,6.80E+02,-4.53E+03,-3.61E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-29 ,5.08E+06,1.28E+07,1.64E+06,-1.40E+05,3.40E+05,-5.21E+03,1.72E+03,-4.18E+03,6.41E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-30 ,4.97E+06,1.31E+07,1.64E+06,-2.16E+05,2.92E+05,-1.31E+04,2.66E+03,-3.59E+03,1.61E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jan-31 ,4.85E+06,1.33E+07,1.65E+06,-2.80E+05,2.26E+05,-2.01E+04,3.45E+03,-2.78E+03,2.47E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-01 ,4.73E+06,1.36E+07,1.65E+06,-3.27E+05,1.47E+05,-2.59E+04,4.02E+03,-1.81E+03,3.19E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-02 ,4.61E+06,1.39E+07,1.65E+06,-3.53E+05,5.86E+04,-3.01E+04,4.34E+03,-7.21E+02,3.70E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-03 ,4.47E+06,1.41E+07,1.65E+06,-3.57E+05,-3.31E+04,-3.24E+04,4.40E+03,4.07E+02,3.98E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-04 ,4.33E+06,1.44E+07,1.65E+06,-3.40E+05,-1.23E+05,-3.27E+04,4.18E+03,1.51E+03,4.02E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-05 ,4.19E+06,1.47E+07,1.65E+06,-3.02E+05,-2.05E+05,-3.10E+04,3.71E+03,2.52E+03,3.81E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-06 ,4.04E+06,1.50E+07,1.65E+06,-2.45E+05,-2.74E+05,-2.74E+04,3.02E+03,3.38E+03,3.37E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-07 ,3.89E+06,1.52E+07,1.65E+06,-1.75E+05,-3.29E+05,-2.23E+04,2.15E+03,4.04E+03,2.74E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-08 ,3.72E+06,1.55E+07,1.65E+06,-9.50E+04,-3.64E+05,-1.59E+04,1.17E+03,4.48E+03,1.96E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-09 ,3.56E+06,1.58E+07,1.65E+06,-9.58E+03,-3.80E+05,-8.70E+03,1.18E+02,4.68E+03,1.07E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-10 ,3.38E+06,1.60E+07,1.65E+06,7.66E+04,-3.76E+05,-9.93E+02,-9.42E+02,4.63E+03,1.22E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-11 ,3.20E+06,1.63E+07,1.65E+06,1.59E+05,-3.53E+05,6.76E+03,-1.96E+03,4.34E+03,-8.32E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-12 ,3.02E+06,1.66E+07,1.64E+06,2.34E+05,-3.12E+05,1.42E+04,-2.88E+03,3.84E+03,-1.74E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-13 ,2.82E+06,1.69E+07,1.64E+06,2.97E+05,-2.57E+05,2.09E+04,-3.66E+03,3.16E+03,-2.57E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-14 ,2.63E+06,1.71E+07,1.64E+06,3.47E+05,-1.89E+05,2.66E+04,-4.27E+03,2.32E+03,-3.28E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-15 ,2.42E+06,1.74E+07,1.63E+06,3.81E+05,-1.12E+05,3.11E+04,-4.68E+03,1.38E+03,-3.83E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-16 ,2.21E+06,1.77E+07,1.63E+06,3.97E+05,-3.10E+04,3.42E+04,-4.89E+03,3.81E+02,-4.20E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-17 ,1.99E+06,1.79E+07,1.63E+06,3.96E+05,5.18E+04,3.56E+04,-4.87E+03,-6.37E+02,-4.38E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-18 ,1.77E+06,1.82E+07,1.62E+06,3.77E+05,1.32E+05,3.55E+04,-4.63E+03,-1.62E+03,-4.37E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-19 ,1.54E+06,1.85E+07,1.61E+06,3.41E+05,2.06E+05,3.38E+04,-4.19E+03,-2.53E+03,-4.16E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-20 ,1.30E+06,1.88E+07,1.61E+06,2.89E+05,2.71E+05,3.05E+04,-3.56E+03,-3.33E+03,-3.75E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-21 ,1.05E+06,1.90E+07,1.60E+06,2.25E+05,3.23E+05,2.58E+04,-2.77E+03,-3.97E+03,-3.18E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-22 ,8.02E+05,1.93E+07,1.60E+06,1.50E+05,3.59E+05,1.99E+04,-1.84E+03,-4.42E+03,-2.45E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-23 ,5.44E+05,1.95E+07,1.59E+06,6.69E+04,3.78E+05,1.30E+04,-8.23E+02,-4.65E+03,-1.60E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-24 ,2.79E+05,1.98E+07,1.58E+06,-1.92E+04,3.78E+05,5.45E+03,2.36E+02,-4.65E+03,-6.70E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-25 ,7.91E+03,2.01E+07,1.57E+06,-1.04E+05,3.57E+05,-2.40E+03,1.28E+03,-4.39E+03,2.95E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-26 ,-2.70E+05,2.03E+07,1.56E+06,-1.84E+05,3.17E+05,-1.01E+04,2.26E+03,-3.89E+03,1.24E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-27 ,-5.55E+05,2.06E+07,1.56E+06,-2.53E+05,2.57E+05,-1.72E+04,3.11E+03,-3.16E+03,2.12E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Feb-28 ,-8.47E+05,2.08E+07,1.55E+06,-3.06E+05,1.82E+05,-2.33E+04,3.77E+03,-2.24E+03,2.86E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-01 ,-1.15E+06,2.11E+07,1.54E+06,-3.40E+05,9.58E+04,-2.78E+04,4.19E+03,-1.18E+03,3.42E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-02 ,-1.45E+06,2.13E+07,1.53E+06,-3.53E+05,3.30E+03,-3.06E+04,4.34E+03,-4.06E+01,3.76E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-03 ,-1.76E+06,2.16E+07,1.52E+06,-3.43E+05,-8.94E+04,-3.13E+04,4.22E+03,1.10E+03,3.86E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-04 ,-2.08E+06,2.18E+07,1.51E+06,-3.11E+05,-1.76E+05,-3.01E+04,3.82E+03,2.17E+03,3.70E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-05 ,-2.41E+06,2.20E+07,1.49E+06,-2.59E+05,-2.52E+05,-2.69E+04,3.19E+03,3.10E+03,3.31E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-06 ,-2.74E+06,2.23E+07,1.48E+06,-1.92E+05,-3.12E+05,-2.21E+04,2.36E+03,3.84E+03,2.72E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-07 ,-3.08E+06,2.25E+07,1.47E+06,-1.14E+05,-3.54E+05,-1.61E+04,1.40E+03,4.36E+03,1.97E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-08 ,-3.43E+06,2.27E+07,1.46E+06,-2.92E+04,-3.76E+05,-9.05E+03,3.59E+02,4.63E+03,1.11E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-09 ,-3.78E+06,2.30E+07,1.45E+06,5.71E+04,-3.78E+05,-1.56E+03,-7.03E+02,4.65E+03,1.92E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-10 ,-4.14E+06,2.32E+07,1.43E+06,1.41E+05,-3.60E+05,6.01E+03,-1.73E+03,4.43E+03,-7.39E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-11 ,-4.51E+06,2.34E+07,1.42E+06,2.17E+05,-3.25E+05,1.33E+04,-2.67E+03,3.99E+03,-1.63E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-12 ,-4.88E+06,2.36E+07,1.41E+06,2.84E+05,-2.73E+05,1.99E+04,-3.49E+03,3.36E+03,-2.45E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-13 ,-5.26E+06,2.38E+07,1.39E+06,3.37E+05,-2.08E+05,2.56E+04,-4.14E+03,2.56E+03,-3.15E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-14 ,-5.65E+06,2.40E+07,1.38E+06,3.74E+05,-1.34E+05,3.01E+04,-4.61E+03,1.65E+03,-3.70E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-15 ,-6.05E+06,2.42E+07,1.36E+06,3.95E+05,-5.35E+04,3.32E+04,-4.86E+03,6.58E+02,-4.08E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-16 ,-6.45E+06,2.44E+07,1.35E+06,3.99E+05,2.94E+04,3.48E+04,-4.90E+03,-3.61E+02,-4.28E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-17 ,-6.85E+06,2.46E+07,1.33E+06,3.84E+05,1.11E+05,3.48E+04,-4.73E+03,-1.36E+03,-4.28E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-18 ,-7.27E+06,2.48E+07,1.32E+06,3.53E+05,1.87E+05,3.33E+04,-4.34E+03,-2.30E+03,-4.09E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-19 ,-7.68E+06,2.49E+07,1.30E+06,3.06E+05,2.55E+05,3.03E+04,-3.77E+03,-3.14E+03,-3.72E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-20 ,-8.11E+06,2.51E+07,1.28E+06,2.46E+05,3.12E+05,2.58E+04,-3.02E+03,-3.83E+03,-3.18E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-21 ,-8.54E+06,2.53E+07,1.27E+06,1.74E+05,3.54E+05,2.02E+04,-2.14E+03,-4.35E+03,-2.49E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-22 ,-8.98E+06,2.54E+07,1.25E+06,9.41E+04,3.79E+05,1.37E+04,-1.16E+03,-4.66E+03,-1.68E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-23 ,-9.42E+06,2.56E+07,1.23E+06,9.85E+03,3.85E+05,6.42E+03,-1.21E+02,-4.74E+03,-7.90E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-24 ,-9.87E+06,2.57E+07,1.22E+06,-7.49E+04,3.72E+05,-1.13E+03,9.21E+02,-4.58E+03,1.40E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-25 ,-1.03E+07,2.58E+07,1.20E+06,-1.56E+05,3.40E+05,-8.63E+03,1.91E+03,-4.18E+03,1.06E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-26 ,-1.08E+07,2.60E+07,1.18E+06,-2.28E+05,2.88E+05,-1.56E+04,2.80E+03,-3.54E+03,1.92E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-27 ,-1.13E+07,2.61E+07,1.16E+06,-2.87E+05,2.19E+05,-2.17E+04,3.53E+03,-2.70E+03,2.67E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-28 ,-1.17E+07,2.62E+07,1.14E+06,-3.29E+05,1.37E+05,-2.65E+04,4.04E+03,-1.69E+03,3.26E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-29 ,-1.22E+07,2.63E+07,1.12E+06,-3.49E+05,4.68E+04,-2.96E+04,4.30E+03,-5.76E+02,3.64E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-30 ,-1.27E+07,2.64E+07,1.10E+06,-3.48E+05,-4.70E+04,-3.07E+04,4.28E+03,5.78E+02,3.78E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Mar-31 ,-1.32E+07,2.65E+07,1.08E+06,-3.24E+05,-1.38E+05,-2.98E+04,3.98E+03,1.69E+03,3.67E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-01 ,-1.37E+07,2.66E+07,1.07E+06,-2.78E+05,-2.19E+05,-2.69E+04,3.42E+03,2.70E+03,3.31E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-02 ,-1.42E+07,2.67E+07,1.05E+06,-2.15E+05,-2.87E+05,-2.23E+04,2.65E+03,3.53E+03,2.75E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-03 ,-1.47E+07,2.67E+07,1.02E+06,-1.39E+05,-3.37E+05,-1.63E+04,1.71E+03,4.14E+03,2.01E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-04 ,-1.52E+07,2.68E+07,1.00E+06,-5.44E+04,-3.66E+05,-9.36E+03,6.69E+02,4.51E+03,1.15E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-05 ,-1.57E+07,2.68E+07,9.83E+05,3.31E+04,-3.75E+05,-1.84E+03,-4.08E+02,4.61E+03,2.26E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-06 ,-1.62E+07,2.69E+07,9.62E+05,1.19E+05,-3.63E+05,5.79E+03,-1.46E+03,4.47E+03,-7.12E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-07 ,-1.67E+07,2.69E+07,9.41E+05,1.98E+05,-3.33E+05,1.31E+04,-2.44E+03,4.09E+03,-1.61E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-08 ,-1.73E+07,2.69E+07,9.19E+05,2.68E+05,-2.85E+05,1.98E+04,-3.30E+03,3.51E+03,-2.43E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-09 ,-1.78E+07,2.70E+07,8.98E+05,3.25E+05,-2.24E+05,2.55E+04,-4.00E+03,2.76E+03,-3.14E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-10 ,-1.83E+07,2.70E+07,8.76E+05,3.67E+05,-1.53E+05,3.00E+04,-4.51E+03,1.88E+03,-3.69E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-11 ,-1.89E+07,2.70E+07,8.54E+05,3.92E+05,-7.37E+04,3.32E+04,-4.82E+03,9.06E+02,-4.08E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-12 ,-1.94E+07,2.69E+07,8.31E+05,4.00E+05,8.66E+03,3.48E+04,-4.92E+03,-1.07E+02,-4.28E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-13 ,-2.00E+07,2.69E+07,8.09E+05,3.90E+05,9.07E+04,3.49E+04,-4.79E+03,-1.12E+03,-4.29E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-14 ,-2.05E+07,2.69E+07,7.86E+05,3.63E+05,1.69E+05,3.34E+04,-4.46E+03,-2.08E+03,-4.10E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-15 ,-2.10E+07,2.68E+07,7.63E+05,3.19E+05,2.40E+05,3.04E+04,-3.93E+03,-2.95E+03,-3.73E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-16 ,-2.16E+07,2.68E+07,7.40E+05,2.62E+05,2.99E+05,2.60E+04,-3.22E+03,-3.68E+03,-3.20E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-17 ,-2.22E+07,2.67E+07,7.17E+05,1.93E+05,3.46E+05,2.04E+04,-2.37E+03,-4.25E+03,-2.51E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-18 ,-2.27E+07,2.67E+07,6.93E+05,1.15E+05,3.76E+05,1.39E+04,-1.41E+03,-4.63E+03,-1.71E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
